source_datasets,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_task_count,source_observations
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99637,3,12,0.166783,0.162483,0.04485,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99638,3,12,0.169933,0.162703,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99638,3,12,0.152617,0.149279,0.059017,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99638,3,12,0.169933,0.162703,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99638,3,12,0.143433,0.137114,0.0682,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99638,3,12,0.169933,0.156293,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99639,3,12,0.169933,0.165161,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99639,3,12,0.169933,0.160475,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99639,3,12,0.169933,0.164471,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99639,3,12,0.163917,0.159958,0.047717,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99639,3,12,0.157933,0.157281,0.0537,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99640,3,12,0.169933,0.157787,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99640,3,12,0.156683,0.156683,0.05495,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99640,3,12,0.156683,0.156683,0.05495,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99640,3,12,0.163917,0.163917,0.047717,0,1,3218
