source_datasets,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_task_count,source_observations
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99239,3,12,0.39944,0.229798,1.4193,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99239,3,12,0.178527,0.158799,1.640213,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99239,3,12,0.179841,0.149372,1.638899,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99239,3,12,0.14186,0.14186,1.67688,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99239,3,12,1.362119,1.362119,0.456621,1,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99240,3,12,0.087747,0.055202,1.730993,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99240,3,12,0.051587,0.051587,1.767153,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99240,3,12,0.051587,0.051587,1.767153,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99240,3,12,0.39944,0.254501,1.4193,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99240,3,12,1.040007,0.857579,0.778733,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99241,3,12,0.179841,0.09732,1.638899,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99241,3,12,0.14186,0.088918,1.67688,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99241,3,12,0.808319,0.107294,1.010421,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99241,3,12,0.808319,0.808319,1.010421,0,1,380
