dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,transfer_active_rounds,transfer_scored_candidates_total,mean_transfer_confidence
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,19,88.4449,85.0532,11.5551,0,5,2,0,7,3972,0.241
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,19,86.1051,84.1588,13.8949,0,2,1,1,7,4773,0.241
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,19,86.1051,84.1588,13.8949,0,2,1,1,7,4773,0.241
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,19,86.1051,84.1588,13.8949,0,2,1,1,7,4773,0.241
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,19,86.1051,84.1588,13.8949,0,2,1,1,7,4773,0.241
real_buchwald_hartwig,gp_ucb,20,99.0345,86.111,0.9655,1,0,0,0,0,0,0.2225
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,20,99.0345,86.111,0.9655,1,0,0,0,7,18308,0.2225
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,20,99.0345,86.111,0.9655,1,0,0,0,7,18308,0.2225
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,20,99.0345,86.111,0.9655,1,0,0,0,7,18308,0.2225
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,20,99.0345,86.111,0.9655,1,0,0,0,7,18308,0.2225
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,20,99.0345,86.111,0.9655,1,0,0,0,7,18308,0.2225
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,20,99.0345,86.111,0.9655,1,0,0,0,7,18308,0.2225
real_buchwald_hartwig,gp_ucb,21,98.8492,96.097,1.1508,1,0,0,0,0,0,0.1303
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,21,98.8492,96.097,1.1508,1,1,1,0,7,20605,0.1303
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,21,98.8492,96.097,1.1508,1,1,1,0,7,20605,0.1303
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,21,98.8492,96.097,1.1508,1,1,1,0,7,20605,0.1303
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,21,98.8492,96.097,1.1508,1,1,1,0,7,20605,0.1303
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,21,98.8492,96.097,1.1508,1,1,1,0,7,20605,0.1303
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,21,98.8492,96.097,1.1508,1,1,1,0,7,20605,0.1303
real_buchwald_hartwig,gp_ucb,22,83.3382,82.2816,16.6618,0,0,0,0,0,0,0.2449
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,22,83.3382,82.2816,16.6618,0,3,1,0,7,27608,0.2449
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,22,83.3382,82.2816,16.6618,0,3,1,0,7,27608,0.2449
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,22,83.3382,82.2816,16.6618,0,3,1,0,7,27608,0.2449
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,22,83.3382,82.2816,16.6618,0,3,1,0,7,27608,0.2449
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,22,83.3382,82.2816,16.6618,0,3,1,0,7,27608,0.2449
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,22,83.3382,82.2816,16.6618,0,3,1,0,7,27608,0.2449
real_buchwald_hartwig,gp_ucb,23,91.5286,87.1182,8.4714,0,0,0,0,0,0,0.3157
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,23,93.3108,87.8311,6.6892,0,5,0,0,7,23240,0.3157
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,23,93.3108,87.8311,6.6892,0,5,0,0,7,23240,0.3157
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,23,93.3108,87.8311,6.6892,0,5,0,0,7,23240,0.3157
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,23,93.3108,87.8311,6.6892,0,5,0,0,7,23240,0.3157
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,23,93.3108,87.8311,6.6892,0,5,0,0,7,23240,0.3157
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,23,93.3108,87.8311,6.6892,0,5,0,0,7,23240,0.3157
real_buchwald_hartwig,gp_ucb,24,89.6142,82.7002,10.3858,0,0,0,0,0,0,0.1881
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,24,89.5592,82.7865,10.4408,0,1,0,0,7,12278,0.1881
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,24,89.5592,82.7865,10.4408,0,1,0,0,7,12278,0.1881
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,24,89.5592,82.7865,10.4408,0,1,0,0,7,12278,0.1881
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,24,89.5592,82.7865,10.4408,0,1,0,0,7,12278,0.1881
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,24,89.5592,82.7865,10.4408,0,1,0,0,7,12278,0.1881
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,24,89.5592,82.7865,10.4408,0,1,0,0,7,12278,0.1881
real_buchwald_hartwig,gp_ucb,25,95.7526,69.3585,4.2474,0,0,0,0,0,0,0.3112
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,25,69.517,66.7349,30.483,0,1,0,0,7,5258,0.3112
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,25,69.517,66.7349,30.483,0,1,0,0,7,5258,0.3112
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,25,69.517,66.7349,30.483,0,1,0,0,7,5258,0.3112
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,25,69.517,66.7349,30.483,0,1,0,0,7,5258,0.3112
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,25,69.517,66.7349,30.483,0,1,0,0,7,5258,0.3112
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,25,69.517,66.7349,30.483,0,1,0,0,7,5258,0.3112
real_buchwald_hartwig,gp_ucb,26,95.6759,93.3448,4.3241,0,0,0,0,0,0,0.3459
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,26,95.7526,93.5126,4.2474,0,2,0,0,7,25258,0.3459
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,26,95.7526,93.5126,4.2474,0,2,0,0,7,25258,0.3459
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,26,95.7526,93.5126,4.2474,0,2,0,0,7,25258,0.3459
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,26,95.7526,93.5126,4.2474,0,2,0,0,7,25258,0.3459
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,26,95.7526,93.5126,4.2474,0,2,0,0,7,25258,0.3459
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,26,95.7526,93.5126,4.2474,0,2,0,0,7,25258,0.3459
real_buchwald_hartwig,gp_ucb,27,98.2872,82.6923,1.7128,1,0,0,0,0,0,0.2957
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,27,98.2872,82.6923,1.7128,1,0,0,0,7,19831,0.2957
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,27,98.2872,82.6923,1.7128,1,0,0,0,7,19831,0.2957
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,27,98.2872,82.6923,1.7128,1,0,0,0,7,19831,0.2957
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,27,98.2872,82.6923,1.7128,1,0,0,0,7,19831,0.2957
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,27,98.2872,82.6923,1.7128,1,0,0,0,7,19831,0.2957
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,27,98.2872,82.6923,1.7128,1,0,0,0,7,19831,0.2957
